id,decorate,link,built_time,price,name,square,total_price,location,direction,right,style,lift,stair
,其他,https://sz.lianjia.com/ershoufang/105100814715.html,2006年建/塔楼,54622元/平米,鸿隆广场,47.6㎡,260,宝安区?西乡?,西南,商品房,2室2厅1厨1卫,有,中楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101047620.html,未知年建/塔楼,62794元/平米,潜龙曼海宁花园北区,87.27㎡,548,龙华区?上塘?,东南,商品房,3室2厅1厨2卫,暂无数据,低楼层 (共28层)
,精装,https://sz.lianjia.com/ershoufang/105101096886.html,2011年建/板塔结合,69432元/平米,花样年花乡,52.57㎡,365,宝安区?宝安中心?,西南,商品房,2室1厅1厨1卫,有,中楼层 (共25层)
,简装,https://sz.lianjia.com/ershoufang/105100019913.html,2004年建/板塔结合,98459元/平米,畔山翠谷居,170.63㎡,1680,南山区?蛇口?,西南,商品房,4室2厅1厨3卫,有,高楼层 (共19层)
,精装,https://sz.lianjia.com/ershoufang/105101219811.html,2006年建/板塔结合,58771元/平米,泊林花园,44.24㎡,260,罗湖区?翠竹?,北 东北,商品房,1室1厅1厨1卫,有,中楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105101201807.html,1998年建/板塔结合,35396元/平米,城市花园,91.82㎡,325,龙岗区?龙岗中心城?,南,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105100994776.html,2011年建/板塔结合,68949元/平米,花样年花乡,40.9㎡,282,宝安区?宝安中心?,西北,商品房,1室1厅1厨1卫,有,高楼层 (共25层)
,简装,https://sz.lianjia.com/ershoufang/105101159846.html,2011年建/板楼,56491元/平米,万科金色沁园,88.51㎡,500,龙岗区?龙岗中心城?,南,商品房,4室2厅1厨2卫,有,高楼层 (共25层)
,其他,https://sz.lianjia.com/ershoufang/105100641986.html,2004年建/板塔结合,65016元/平米,白金时代,32.3㎡,210,宝安区?新安?,东北,商品房,2室1厅1厨1卫,有,中楼层 (共15层)
,简装,https://sz.lianjia.com/ershoufang/105100550078.html,2001年建/板塔结合,52621元/平米,弘雅花园雅兰亭第四期,98.82㎡,520,宝安区?新安?,东南,商品房,3室2厅1厨1卫,有,中楼层 (共12层)
,其他,https://sz.lianjia.com/ershoufang/105100274072.html,2012年建/塔楼,64417元/平米,莱蒙水榭春天三期,142.82㎡,920,龙华区?深圳北站?,东南,商品房,4室2厅2厨2卫,有,中楼层 (共33层)
,简装,https://sz.lianjia.com/ershoufang/105100608471.html,2003年建/板塔结合,43153元/平米,桂芳园五期,92.23㎡,398,龙岗区?布吉大芬?,东北,商品房,3室1厅1厨2卫,有,中楼层 (共15层)
,精装,https://sz.lianjia.com/ershoufang/105101207946.html,2008年建/板楼,118872元/平米,中信红树湾北区,155.63㎡,1850,南山区?红树湾?,西南,商品房,4室2厅1厨2卫,有,高楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105101059643.html,2002年建/板塔结合,68508元/平米,梅林一村三区,147.43㎡,1010,福田区?梅林?,西北,商品房,4室1厅1厨2卫,有,高楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101063044.html,2006年建/塔楼,96639元/平米,香山美树苑,142.8㎡,1380,福田区?竹子林?,南 北,商品房,5室2厅1厨2卫,有,低楼层 (共22层)
,其他,https://sz.lianjia.com/ershoufang/105101029220.html,未知年建/板楼,69125元/平米,中海锦城,86.8㎡,600,龙华区?上塘?,北,商品房,3室2厅1厨2卫,有,高楼层 (共37层)
,简装,https://sz.lianjia.com/ershoufang/105101179032.html,2007年建/板塔结合,34395元/平米,志健时代广场,66.29㎡,228,龙岗区?横岗?,西北,商品房,2室1厅1厨1卫,有,中楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105100690060.html,2013年建/板塔结合,128918元/平米,波托菲诺纯水岸十五期,248.22㎡,3200,南山区?华侨城?,南,商品房,4室2厅1厨4卫,有,高楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105101222372.html,2012年建/板塔结合,58718元/平米,绿景香颂,83.45㎡,490,龙华区?深圳北站?,南 西,商品房,3室2厅1厨1卫,有,中楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105101124304.html,2000年建/塔楼,38969元/平米,风和日丽,83.4㎡,325,龙华区?深圳北站?,南,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105100865606.html,2005年建/板楼,50418元/平米,佳兆业可园四期,120.99㎡,610,龙岗区?布吉南岭?,南,商品房,4室2厅1厨2卫,有,低楼层 (共24层)
,精装,https://sz.lianjia.com/ershoufang/105101052207.html,2009年建/板塔结合,52171元/平米,凤凰雅居,71.88㎡,375,宝安区?桃源居?,北,商品房,3室1厅1厨1卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105100891338.html,2005年建/板塔结合,69491元/平米,碧海红树园,90.66㎡,630,福田区?上下沙?,南,商品房,2室2厅1厨1卫,有,中楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105100822344.html,2015年建/板塔结合,35867元/平米,深圳海航城,138.01㎡,495,龙岗区?龙岗双龙?中环至外环,南,商品房,5室1厅1厨2卫,有,低楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105100803404.html,2013年建/板塔结合,57673元/平米,中信领航,49.07㎡,283,宝安区?西乡?,西南,商品房,2室1厅1厨1卫,有,低楼层 (共13层)
,简装,https://sz.lianjia.com/ershoufang/105100973421.html,2005年建/板塔结合,40881元/平米,新鸿花园,63.6㎡,260,龙岗区?龙岗中心城?,西北,商品房,2室1厅1厨1卫,有,中楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105101199455.html,2003年建/板塔结合,28754元/平米,九州家园,163.46㎡,470,龙岗区?龙岗双龙?,东南,商品房,6室2厅1厨2卫,暂无数据,低楼层 (共9层)
,简装,https://sz.lianjia.com/ershoufang/105100892858.html,2002年建/板塔结合,37445元/平米,大信花园,74.51㎡,279,龙华区?龙华中心?,东北,商品房,2室2厅1厨1卫,暂无数据,高楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105100762960.html,2006年建/暂无数据,76914元/平米,万科第五园二期,234.03㎡,1800,龙岗区?坂田?,南,商品房,5室3厅1厨5卫,暂无数据,低楼层 (共1层)
,精装,https://sz.lianjia.com/ershoufang/105100609730.html,2007年建/塔楼,47569元/平米,佳兆业水岸新都,94.18㎡,448,龙岗区?龙岗双龙?,东南,商品房,5室2厅1厨2卫,有,低楼层 (共9层)
,其他,https://sz.lianjia.com/ershoufang/105101019320.html,2002年建/板塔结合,60302元/平米,嘉宝田花园,59.7㎡,360,罗湖区?笋岗?,东北,商品房,2室1厅1厨1卫,有,低楼层 (共16层)
,其他,https://sz.lianjia.com/ershoufang/105101195216.html,1993年建/板塔结合,37800元/平米,33区商住楼宝安区,104.5㎡,395,宝安区?新安?,东南,商品房,4室1厅1厨1卫,暂无数据,中楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105100686343.html,2003年建/板塔结合,64114元/平米,阳光棕榈园二期,79.39㎡,509,南山区?前海?,东南 西南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共6层)
,精装,https://sz.lianjia.com/ershoufang/105101129919.html,2001年建/板塔结合,62536元/平米,御庭园,69.56㎡,435,福田区?皇岗?,南,商品房,2室2厅1厨1卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101174690.html,2002年建/板塔结合,55649元/平米,鹏兴花园五期,101.53㎡,565,罗湖区?莲塘?,南,商品房,3室2厅1厨2卫,有,中楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101050211.html,2012年建/塔楼,39023元/平米,万科清林径,88.41㎡,345,龙岗区?龙岗中心城?,南 北,商品房,4室2厅1厨2卫,有,低楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105101155256.html,2001年建/板塔结合,62704元/平米,圆梦园,119.61㎡,750,福田区?福田保税区?,南,商品房,3室2厅1厨2卫,有,高楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105100828095.html,2004年建/板塔结合,43839元/平米,皓月花园,106.07㎡,465,龙华区?民治?,南,商品房,3室2厅1厨2卫,暂无数据,中楼层 (共7层)
,简装,https://sz.lianjia.com/ershoufang/105100857137.html,2002年建/板楼,35570元/平米,碧湖玫瑰园,88.56㎡,315,龙岗区?龙岗中心城?,南,商品房,3室1厅1厨1卫,有,中楼层 (共9层)
,精装,https://sz.lianjia.com/ershoufang/105101206802.html,2006年建/塔楼,50531元/平米,锦绣江南四期,79.16㎡,400,龙华区?深圳北站?,南,商品房,2室2厅1厨1卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105100982705.html,2011年建/板塔结合,56569元/平米,皇御苑四期,59.22㎡,335,福田区?皇岗?,北,商品房,2室1厅1厨1卫,有,中楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105100681384.html,2014年建/板塔结合,44912元/平米,文峰华庭,117.12㎡,526,龙岗区?布吉南岭?中环至外环,东北,商品房,4室2厅1厨2卫,有,高楼层 (共33层)
,精装,https://sz.lianjia.com/ershoufang/105101207660.html,2003年建/塔楼,85219元/平米,黄埔雅苑四期,136.12㎡,1160,福田区?莲花?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共26层)
,其他,https://sz.lianjia.com/ershoufang/105101106318.html,2000年建/板塔结合,73039元/平米,创世纪滨海花园,84.75㎡,619,南山区?科技园?,东北,商品房,3室2厅1厨2卫,有,高楼层 (共15层)
,其他,https://sz.lianjia.com/ershoufang/105101010075.html,2003年建/塔楼,77253元/平米,佳嘉豪苑,72.49㎡,560,南山区?南山中心?,西,商品房,2室2厅1厨1卫,有,高楼层 (共23层)
,精装,https://sz.lianjia.com/ershoufang/105100742177.html,1995年建/板塔结合,59703元/平米,益田村,101.67㎡,607,福田区?石厦?,南,商品房,3室1厅1厨2卫,暂无数据,高楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105101212797.html,2006年建/板楼,46742元/平米,佳兆业可园四期,72.74㎡,340,龙岗区?布吉南岭?,东北,商品房,2室2厅1厨1卫,有,低楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105101057777.html,2002年建/塔楼,52659元/平米,富盈门,98.75㎡,520,宝安区?西乡?,北,商品房,3室1厅1厨2卫,有,低楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105101081943.html,1999年建/塔楼,35047元/平米,国展苑一期,72.76㎡,255,龙岗区?布吉关?,南 西南 西,商品房,2室1厅1厨1卫,有,高楼层 (共35层)
,简装,https://sz.lianjia.com/ershoufang/105101195771.html,1993年建/板塔结合,34491元/平米,东乐花园,126.12㎡,435,罗湖区?百仕达?,西北,商品房,4室2厅1厨2卫,有,低楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101140837.html,2006年建/塔楼,73530元/平米,鸿隆广场,47.6㎡,350,宝安区?西乡?,东北,商品房,3室1厅1厨1卫,有,中楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100893077.html,2005年建/板塔结合,79897元/平米,香诗美林,77.35㎡,618,福田区?竹子林?,南,商品房,2室1厅1厨1卫,有,低楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105101213986.html,2000年建/板塔结合,42131元/平米,港逸豪庭,103.25㎡,435,罗湖区?罗湖口岸?,东 南 北,商品房,3室1厅1厨2卫,有,低楼层 (共43层)
,简装,https://sz.lianjia.com/ershoufang/105100459400.html,2001年建/板塔结合,61987元/平米,合正名园,124.22㎡,770,福田区?景田?,东南,商品房,4室2厅1厨2卫,有,中楼层 (共17层)
,精装,https://sz.lianjia.com/ershoufang/105100818278.html,2010年建/板塔结合,34176元/平米,振业城,224.72㎡,768,龙岗区?横岗?,南 北,商品房,4室2厅1厨3卫,有,低楼层 (共23层)
,精装,https://sz.lianjia.com/ershoufang/105100989764.html,2000年建/板塔结合,44449元/平米,泰华豪园,105.29㎡,468,宝安区?西乡?,东南,商品房,3室2厅1厨2卫,暂无数据,低楼层 (共5层)
,其他,https://sz.lianjia.com/ershoufang/105101015929.html,2001年建/板塔结合,55922元/平米,彩天名苑,60.8㎡,340,福田区?福田中心?,东,商品房,2室1厅1厨1卫,有,高楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101210834.html,2009年建/塔楼,35216元/平米,振业峦山谷,80.93㎡,285,龙岗区?龙岗宝荷?,东南,商品房,3室2厅1厨1卫,有,低楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105101150642.html,2004年建/板塔结合,114435元/平米,雅颂居,187.88㎡,2150,福田区?莲花?,南 北,商品房,4室2厅1厨3卫,有,低楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105100784208.html,2010年建/塔楼,103321元/平米,圣莫丽斯花园C区,212.93㎡,2200,龙华区?深圳北站?,西南,商品房,4室2厅1厨3卫,有,高楼层 (共24层)
,其他,https://sz.lianjia.com/ershoufang/105101001037.html,2002年建/板楼,65237元/平米,阳光棕榈园一期,116.5㎡,760,南山区?前海?,南 北,商品房,3室2厅1厨2卫,有,中楼层 (共11层)
,简装,https://sz.lianjia.com/ershoufang/105101167160.html,2005年建/板塔结合,63358元/平米,尚书苑,66.29㎡,420,福田区?梅林?,东南,商品房,2室1厅1厨1卫,有,低楼层 (共16层)
,简装,https://sz.lianjia.com/ershoufang/105100792540.html,1999年建/板塔结合,44674元/平米,跃华园,86.18㎡,385,南山区?南山中心?,东,商品房,2室1厅1厨1卫,有,中楼层 (共20层)
,简装,https://sz.lianjia.com/ershoufang/105100731584.html,2006年建/板塔结合,71903元/平米,圣淘沙骏园,90.4㎡,650,宝安区?西乡?,东南,商品房,3室2厅1厨1卫,有,中楼层 (共20层)
,精装,https://sz.lianjia.com/ershoufang/105100514038.html,2004年建/板塔结合,109730元/平米,漾日湾畔,95.69㎡,1050,南山区?后海?,东北,商品房,2室2厅1厨2卫,有,高楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100703478.html,2012年建/板塔结合,41646元/平米,招商观园,139.27㎡,580,龙华区?观澜?,东南,商品房,4室3厅1厨2卫,有,中楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105101187577.html,1998年建/板塔结合,36593元/平米,龙珠花园,54.11㎡,198,龙岗区?布吉关?,南,商品房,2室1厅1厨1卫,有,中楼层 (共29层)
,简装,https://sz.lianjia.com/ershoufang/105100651942.html,1999年建/板塔结合,44844元/平米,安源居,55.75㎡,250,宝安区?西乡?,南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105100833990.html,2010年建/板塔结合,32884元/平米,大芬油画苑,88.19㎡,290,龙岗区?布吉南岭?,东南,商品房,3室1厅1厨1卫,有,中楼层 (共21层)
,其他,https://sz.lianjia.com/ershoufang/105101188567.html,2004年建/板塔结合,43234元/平米,信义假日名城三期菁华园,72.86㎡,315,龙岗区?布吉关?,南,商品房,2室1厅1厨1卫,有,高楼层 (共12层)
,精装,https://sz.lianjia.com/ershoufang/105101155800.html,1998年建/板塔结合,60694元/平米,都市花园,90.62㎡,550,福田区?车公庙?,西北,商品房,3室2厅1厨1卫,有,低楼层 (共13层)
,精装,https://sz.lianjia.com/ershoufang/105101152401.html,2003年建/板塔结合,43332元/平米,美丽365花园,73.85㎡,320,龙华区?龙华中心?,东南,商品房,2室1厅1厨1卫,有,中楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101050410.html,2012年建/板塔结合,58918元/平米,招商果岭花园,87.92㎡,518,宝安区?西乡?,西北,商品房,3室2厅1厨2卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105100859470.html,2009年建/板塔结合,73155元/平米,方鼎华庭,58.78㎡,430,南山区?南头?,北,商品房,2室1厅1厨1卫,有,中楼层 (共11层)
,简装,https://sz.lianjia.com/ershoufang/105101137748.html,1998年建/板塔结合,36297元/平米,荣超花园,49.04㎡,178,龙岗区?布吉关?,东南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105101084531.html,2013年建/板塔结合,70291元/平米,信义嘉御山,85.36㎡,600,龙岗区?坂田?中环至外环,东北,商品房,4室2厅1厨3卫,有,低楼层 (共28层)
,精装,https://sz.lianjia.com/ershoufang/105101127871.html,1993年建/板塔结合,39369元/平米,粤海花园,66.55㎡,262,罗湖区?春风路?,东北,商品房,2室1厅1厨1卫,有,高楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101167519.html,1984年建/板塔结合,41648元/平米,金城大厦,44.42㎡,185,罗湖区?春风路?,西北,商品房,2室1厅1厨1卫,有,中楼层 (共23层)
,其他,https://sz.lianjia.com/ershoufang/105100977150.html,1995年建/塔楼,56340元/平米,荟芳园,84.31㎡,475,南山区?南山中心?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共34层)
,其他,https://sz.lianjia.com/ershoufang/105100635666.html,2002年建/板塔结合,48215元/平米,后海花园,143.11㎡,690,南山区?后海?,南,商品房,4室2厅1厨2卫,有,中楼层 (共25层)
,精装,https://sz.lianjia.com/ershoufang/105100550171.html,2002年建/板塔结合,70075元/平米,金地海景翠堤湾,149.84㎡,1050,福田区?上下沙?,西南,商品房,4室2厅1厨2卫,有,中楼层 (共28层)
,毛坯,https://sz.lianjia.com/ershoufang/105100059226.html,2012年建/塔楼,35407元/平米,中海康城国际一期,240.07㎡,850,龙岗区?大运新城?,南,商品房,4室2厅1厨3卫,有,低楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101191302.html,2009年建/板塔结合,91304元/平米,南光城市花园,87.62㎡,800,南山区?南山中心?,东,商品房,4室2厅1厨2卫,有,中楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101105278.html,1999年建/塔楼,35673元/平米,国展苑一期,51.3㎡,183,龙岗区?布吉关?,东北,商品房,2室1厅1厨1卫,有,中楼层 (共35层)
,简装,https://sz.lianjia.com/ershoufang/105101001857.html,2001年建/板塔结合,41856元/平米,美丽家园,70.48㎡,295,龙华区?龙华中心?,东南,商品房,2室2厅1厨1卫,暂无数据,高楼层 (共7层)
,简装,https://sz.lianjia.com/ershoufang/105100897808.html,2004年建/板塔结合,60981元/平米,中翠花园,71.99㎡,439,龙岗区?布吉大芬?,东南,商品房,4室1厅1厨2卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101192621.html,2012年建/板塔结合,53574元/平米,招商果岭花园,76.53㎡,410,宝安区?西乡?,西北,商品房,2室2厅1厨1卫,有,低楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105100892656.html,2002年建/板塔结合,112730元/平米,新天国际名苑,164.11㎡,1850,福田区?香蜜湖?,南 北,商品房,4室2厅1厨2卫,有,中楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105101162487.html,2006年建/塔楼,44284元/平米,龙园山庄,62.1㎡,275,罗湖区?清水河?,南,商品房,2室1厅1厨1卫,有,低楼层 (共25层)
,其他,https://sz.lianjia.com/ershoufang/105101131739.html,1996年建/板塔结合,34368元/平米,茂业城,62.56㎡,215,龙岗区?布吉大芬?,东南,商品房,2室2厅1厨1卫,暂无数据,中楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105101199458.html,2004年建/板塔结合,53238元/平米,朗钜御风庭,46.02㎡,245,罗湖区?黄贝岭?,西南,商品房,1室1厅1厨1卫,有,高楼层 (共28层)
,毛坯,https://sz.lianjia.com/ershoufang/105101041465.html,2014年建/板塔结合,72048元/平米,星河银湖谷,88.83㎡,640,龙岗区?坂田?内环至中环,南,商品房,4室1厅1厨2卫,暂无数据,中楼层 (共48层)
,其他,https://sz.lianjia.com/ershoufang/105101172852.html,1999年建/板塔结合,34867元/平米,丽湖花园二期,53.06㎡,185,龙岗区?布吉水径?,东南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共9层)
,其他,https://sz.lianjia.com/ershoufang/105101183342.html,2007年建/板塔结合,63602元/平米,万科东方尊峪,136.79㎡,870,罗湖区?莲塘?,南,商品房,3室1厅1厨2卫,有,高楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101067672.html,2006年建/板塔结合,69865元/平米,金泓凯旋城一期,180.35㎡,1260,宝安区?宝安中心?,南,商品房,4室2厅1厨3卫,有,低楼层 (共23层)
,精装,https://sz.lianjia.com/ershoufang/105100083807.html,2009年建/板塔结合,47600元/平米,康达尔花园五期蝴蝶堡,74.58㎡,355,龙岗区?布吉大芬?,东,商品房,3室1厅1厨1卫,有,中楼层 (共34层)
,其他,https://sz.lianjia.com/ershoufang/105100936386.html,1991年建/塔楼,40668元/平米,海富花园,72.54㎡,295,罗湖区?黄贝岭?,北,商品房,2室1厅1厨1卫,有,低楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101040261.html,2002年建/塔楼,35534元/平米,国展苑一期,73.17㎡,260,龙岗区?布吉关?,西北,商品房,2室1厅1厨1卫,有,低楼层 (共34层)
,简装,https://sz.lianjia.com/ershoufang/105100014336.html,1994年建/塔楼,28533元/平米,世界贸易广场,367.3㎡,1048,福田区?华强南?,西,商品房,7室2厅1厨3卫,有,中楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105101117596.html,2007年建/板塔结合,61948元/平米,金地梅陇镇二期,114.29㎡,708,龙华区?深圳北站?,南 北,商品房,3室2厅1厨2卫,有,高楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101175614.html,1999年建/塔楼,51223元/平米,桃源村二期,95.27㎡,488,南山区?西丽?,西,商品房,3室2厅1厨1卫,有,高楼层 (共20层)
,精装,https://sz.lianjia.com/ershoufang/105101094336.html,2009年建/塔楼,65653元/平米,塘朗雅苑,129.47㎡,850,南山区?西丽?,北,商品房,5室2厅1厨2卫,有,低楼层 (共17层)
,精装,https://sz.lianjia.com/ershoufang/105100858141.html,2002年建/塔楼,45770元/平米,信义假日名城博雅园,89.58㎡,410,龙岗区?布吉关?,北,商品房,3室2厅1厨2卫,有,低楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101017962.html,2000年建/塔楼,59894元/平米,天海豪景苑,233.75㎡,1400,南山区?蛇口?,东南,商品房,3室2厅1厨2卫,有,中楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105090485951.html,2001年建/板塔结合,56849元/平米,风采轩,110.82㎡,630,宝安区?新安?,东北,商品房,3室2厅1厨2卫,有,高楼层 (共11层)
,简装,https://sz.lianjia.com/ershoufang/105101038860.html,2004年建/板塔结合,62572元/平米,现代城华庭,69.68㎡,436,南山区?南山中心?,西北,商品房,2室2厅1厨1卫,有,高楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101217913.html,1998年建/板塔结合,61960元/平米,碧涛居,77.47㎡,480,宝安区?新安?,东南,民电,2室2厅1厨1卫,暂无数据,中楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101106698.html,2003年建/塔楼,65904元/平米,绿景蓝湾半岛,109.25㎡,720,福田区?上下沙?,西南,商品房,3室1厅1厨2卫,有,低楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101106740.html,1999年建/暂无数据,38589元/平米,铁东小区,88.11㎡,340,罗湖区?笋岗?,南 北,商品房,3室1厅1厨1卫,暂无数据,高楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101076848.html,2004年建/板塔结合,64784元/平米,俊峰丽舍,98.79㎡,640,南山区?西丽?,东 东南,商品房,3室2厅1厨1卫,有,低楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105100858495.html,2004年建/板塔结合,94380元/平米,鼎太风华二期,95.36㎡,900,南山区?前海?,南,商品房,3室2厅1厨1卫,有,低楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105101104517.html,2007年建/板塔结合,86472元/平米,西岸观邸,81.53㎡,705,宝安区?宝安中心?,东北,商品房,3室2厅1厨1卫,有,中楼层 (共28层)
,简装,https://sz.lianjia.com/ershoufang/105101126783.html,2005年建/板塔结合,60891元/平米,尚书苑,86.22㎡,525,福田区?梅林?,东北,商品房,3室2厅1厨1卫,有,中楼层 (共22层)
,其他,https://sz.lianjia.com/ershoufang/105100662542.html,2010年建/板塔结合,37749元/平米,鹏达摩尔城,87.42㎡,330,龙岗区?龙岗双龙?,北,商品房,3室2厅1厨1卫,有,高楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101212732.html,未知年建/板塔结合,47518元/平米,幸福城二期,159.94㎡,760,龙华区?龙华中心?,东南,商品房,6室1厅1厨2卫,暂无数据,中楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105100525891.html,2000年建/板塔结合,56028元/平米,美晨苑,121.37㎡,680,福田区?皇岗?,南,商品房,3室2厅1厨2卫,有,低楼层 (共16层)
,精装,https://sz.lianjia.com/ershoufang/105101041183.html,2003年建/塔楼,58859元/平米,丽港湾,67.62㎡,398,福田区?福田保税区?,北,商品房,2室1厅1厨1卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101149403.html,2002年建/板塔结合,59059元/平米,万象新园,87.71㎡,518,南山区?南山中心?,西 北,商品房,3室1厅1厨1卫,有,中楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105100975721.html,2004年建/板塔结合,84063元/平米,富通好旺角一期,35.45㎡,298,宝安区?宝安中心?,西 北,商品房,2室1厅1厨1卫,有,中楼层 (共21层)
,精装,https://sz.lianjia.com/ershoufang/105100468282.html,2010年建/板楼,38049元/平米,中央悦城,149.81㎡,570,龙岗区?龙岗中心城?,南,商品房,5室2厅1厨2卫,有,低楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101132498.html,2003年建/塔楼,56276元/平米,帝港海湾豪园,64.86㎡,365,福田区?福田保税区?,东北,商品房,2室2厅1厨1卫,有,中楼层 (共25层)
,简装,https://sz.lianjia.com/ershoufang/105101160018.html,2007年建/板塔结合,45353元/平米,龙城国际,142.22㎡,645,龙岗区?龙岗中心城?,南,商品房,4室2厅1厨2卫,有,低楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101213664.html,2016年建/板塔结合,47593元/平米,中粮凤凰里,88.25㎡,420,宝安区?福永?,西北,商品房,3室2厅1厨2卫,暂无数据,高楼层 (共27层)
,其他,https://sz.lianjia.com/ershoufang/105101209036.html,2004年建/板塔结合,70642元/平米,英达钰龙园,41.76㎡,295,南山区?南头?,西北,商品房,1室1厅1厨1卫,有,高楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101173233.html,2003年建/塔楼,94798元/平米,星河国际花园,168.78㎡,1600,福田区?福田中心?,东南,商品房,5室2厅1厨2卫,有,中楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101204605.html,2010年建/板楼,64088元/平米,财富港大厦,42.13㎡,270,宝安区?西乡?,西南,商品房,2室1厅1厨1卫,有,中楼层 (共33层)
,简装,https://sz.lianjia.com/ershoufang/105100891017.html,2009年建/板塔结合,44109元/平米,风临域,113.13㎡,499,龙岗区?龙岗中心城?,南 北,商品房,4室2厅1厨2卫,有,高楼层 (共17层)
,精装,https://sz.lianjia.com/ershoufang/105100046646.html,2006年建/板塔结合,75544元/平米,鸿翔花园,109.87㎡,830,罗湖区?地王?,西南,商品房,3室1厅1厨2卫,有,低楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105100805158.html,2006年建/板楼,113069元/平米,百仕达红树西岸,190.15㎡,2150,南山区?红树湾?,西南,商品房,3室2厅1厨3卫,有,低楼层 (共31层)
